"date","bn","id","silky","name","longname","stat_entries","stat_leaf_bytes","leaf"
"2020-11-03T11:04:16","0","20","1","TrieSync","FastTrieProgressKey","0","0","leaf"
"2020-11-03T11:04:16","0","21","1","b","BlockBodyPrefix","1","4096","leaf"
"2020-11-03T11:04:16","0","22","1","call_from_index","CallFromIndex","0","0","leaf"
"2020-11-03T11:04:16","0","23","1","call_to_index","CallToIndex","0","0","leaf"
"2020-11-03T11:04:16","0","24","1","clique-","CliqueBucket","0","0","leaf"
"2020-11-03T11:04:16","0","25","1","contractCode","ContractCodeBucket","0","0","leaf"
"2020-11-03T11:04:16","0","26","1","ethereum-config-","ConfigPrefix","1","4096","leaf"
"2020-11-03T11:04:16","0","27","1","h","HeaderPrefix","1990659","504373248","leaf"
"2020-11-03T11:04:16","0","28","1","hAT","AccountHistoryBucket","8893","450560","leaf"
"2020-11-03T11:04:16","0","29","1","hST","StorageHistoryBucket","0","0","leaf"
"2020-11-03T11:04:16","0","30","1","iB","BloomBitsIndexprefix","0","0","leaf"
"2020-11-03T11:04:16","0","31","1","iTh2","IntermediateTrieHashBucket","0","0","leaf"
"2020-11-03T11:04:16","0","32","1","incarnationMap","IncarnationMapBucket","0","0","leaf"
"2020-11-03T11:04:16","0","33","1","l","TxLookupPrefix","0","0","leaf"
"2020-11-03T11:04:16","0","34","1","log","Log","0","0","leaf"
"2020-11-03T11:04:16","0","35","1","log_address_index","LogAddressIndex","0","0","leaf"
"2020-11-03T11:04:16","0","36","1","log_topic_index","LogTopicIndex","0","0","leaf"
"2020-11-03T11:04:16","0","37","1","migrations","Migrations","11","4096","leaf"
"2020-11-03T11:04:16","0","38","1","r","BlockReceiptsPrefix","1","4096","leaf"
"2020-11-03T11:04:16","0","39","1","secure-key-","PreImagePrefix","0","0","leaf"
"2020-11-03T11:04:16","0","40","1","txSenders","Senders","0","0","leaf"
"2020-11-03T11:09:17","0","00","0","[FREE_DBI]","Free DBI","2","4096","leaf"
"2020-11-03T11:09:17","0","01","0","[MAIN_DBI]","Main DBI","39","4096","leaf"
"2020-11-03T11:09:17","0","02","1","ACS","AccountChangeSetBucket","0","0","leaf"
"2020-11-03T11:09:17","0","03","1","B","BloomBitsPrefix","0","0","leaf"
"2020-11-03T11:09:17","0","04","1","CODE","CodeBucket","0","0","leaf"
"2020-11-03T11:09:17","0","05","1","CST2","CurrentStateBucket","0","0","leaf"
"2020-11-03T11:09:17","0","06","1","DBINFO","DatabaseInfoBucket","4","4096","leaf"
"2020-11-03T11:09:17","0","07","1","DatabaseVersion","databaseVerisionKey","1","4096","leaf"
"2020-11-03T11:09:17","0","08","1","H","HeaderNumberPrefix","411","32768","leaf"
"2020-11-03T11:09:17","0","09","1","LastBlock","HeadBlockKey","1","4096","leaf"
"2020-11-03T11:09:17","0","10","1","LastFast","HeadFastBlockKey","1","4096","leaf"
"2020-11-03T11:09:17","0","11","1","LastHeader","HeadHeaderKey","1","4096","leaf"
"2020-11-03T11:09:17","0","12","1","PLAIN-ACS","PlainAccountChangeSetBucket","1","4096","leaf"
"2020-11-03T11:09:17","0","13","1","PLAIN-CST2","PlainStateBucket","8893","380928","leaf"
"2020-11-03T11:09:17","0","14","1","PLAIN-SCS","PlainStorageChangeSetBucket","0","0","leaf"
"2020-11-03T11:09:17","0","15","1","PLAIN-contractCode","PlainContractCodeBucket","0","0","leaf"
"2020-11-03T11:09:17","0","16","1","SCS","StorageChangeSetBucket","0","0","leaf"
"2020-11-03T11:09:17","0","17","1","SNINFO","SnapshotInfoBucket","0","0","leaf"
"2020-11-03T11:09:17","0","18","1","SSP2","SyncStageProgress","4","4096","leaf"
"2020-11-03T11:09:17","0","19","1","SSU2","SyncStageUnwind","3","4096","leaf"
"2020-11-03T11:09:17","0","20","1","TrieSync","FastTrieProgressKey","0","0","leaf"
"2020-11-03T11:09:17","0","21","1","b","BlockBodyPrefix","1","4096","leaf"
"2020-11-03T11:09:17","0","22","1","call_from_index","CallFromIndex","0","0","leaf"
"2020-11-03T11:09:17","0","23","1","call_to_index","CallToIndex","0","0","leaf"
"2020-11-03T11:09:17","0","24","1","clique-","CliqueBucket","0","0","leaf"
"2020-11-03T11:09:17","0","25","1","contractCode","ContractCodeBucket","0","0","leaf"
"2020-11-03T11:09:17","0","26","1","ethereum-config-","ConfigPrefix","1","4096","leaf"
"2020-11-03T11:09:17","0","27","1","h","HeaderPrefix","5235267","1342087168","leaf"
"2020-11-03T11:09:17","0","28","1","hAT","AccountHistoryBucket","8893","450560","leaf"
"2020-11-03T11:09:17","0","29","1","hST","StorageHistoryBucket","0","0","leaf"
"2020-11-03T11:09:17","0","30","1","iB","BloomBitsIndexprefix","0","0","leaf"
"2020-11-03T11:09:17","0","31","1","iTh2","IntermediateTrieHashBucket","0","0","leaf"
"2020-11-03T11:09:17","0","32","1","incarnationMap","IncarnationMapBucket","0","0","leaf"
"2020-11-03T11:09:17","0","33","1","l","TxLookupPrefix","0","0","leaf"
"2020-11-03T11:09:17","0","34","1","log","Log","0","0","leaf"
"2020-11-03T11:09:17","0","35","1","log_address_index","LogAddressIndex","0","0","leaf"
"2020-11-03T11:09:17","0","36","1","log_topic_index","LogTopicIndex","0","0","leaf"
"2020-11-03T11:09:17","0","37","1","migrations","Migrations","11","4096","leaf"
"2020-11-03T11:09:17","0","38","1","r","BlockReceiptsPrefix","1","4096","leaf"
"2020-11-03T11:09:17","0","39","1","secure-key-","PreImagePrefix","0","0","leaf"
"2020-11-03T11:09:17","0","40","1","txSenders","Senders","0","0","leaf"
"2020-11-03T11:14:17","0","00","0","[FREE_DBI]","Free DBI","2","4096","leaf"
"2020-11-03T11:14:17","0","01","0","[MAIN_DBI]","Main DBI","39","4096","leaf"
"2020-11-03T11:14:17","0","02","1","ACS","AccountChangeSetBucket","0","0","leaf"
"2020-11-03T11:14:17","0","03","1","B","BloomBitsPrefix","0","0","leaf"
"2020-11-03T11:14:17","0","04","1","CODE","CodeBucket","0","0","leaf"
"2020-11-03T11:14:17","0","05","1","CST2","CurrentStateBucket","0","0","leaf"
"2020-11-03T11:14:17","0","06","1","DBINFO","DatabaseInfoBucket","4","4096","leaf"
"2020-11-03T11:14:17","0","07","1","DatabaseVersion","databaseVerisionKey","1","4096","leaf"
"2020-11-03T11:14:17","0","08","1","H","HeaderNumberPrefix","535","32768","leaf"
"2020-11-03T11:14:17","0","09","1","LastBlock","HeadBlockKey","1","4096","leaf"
"2020-11-03T11:14:17","0","10","1","LastFast","HeadFastBlockKey","1","4096","leaf"
"2020-11-03T11:14:17","0","11","1","LastHeader","HeadHeaderKey","1","4096","leaf"
"2020-11-03T11:14:17","0","12","1","PLAIN-ACS","PlainAccountChangeSetBucket","1","4096","leaf"
"2020-11-03T11:14:17","0","13","1","PLAIN-CST2","PlainStateBucket","8893","380928","leaf"
"2020-11-03T11:14:17","0","14","1","PLAIN-SCS","PlainStorageChangeSetBucket","0","0","leaf"
"2020-11-03T11:14:17","0","15","1","PLAIN-contractCode","PlainContractCodeBucket","0","0","leaf"
"2020-11-03T11:14:17","0","16","1","SCS","StorageChangeSetBucket","0","0","leaf"
"2020-11-03T11:14:17","0","17","1","SNINFO","SnapshotInfoBucket","0","0","leaf"
"2020-11-03T11:14:17","0","18","1","SSP2","SyncStageProgress","4","4096","leaf"
"2020-11-03T11:14:17","0","19","1","SSU2","SyncStageUnwind","3","4096","leaf"
"2020-11-03T11:14:17","0","20","1","TrieSync","FastTrieProgressKey","0","0","leaf"
"2020-11-03T11:14:17","0","21","1","b","BlockBodyPrefix","1","4096","leaf"
"2020-11-03T11:14:17","0","22","1","call_from_index","CallFromIndex","0","0","leaf"
"2020-11-03T11:14:17","0","23","1","call_to_index","CallToIndex","0","0","leaf"
"2020-11-03T11:14:17","0","24","1","clique-","CliqueBucket","0","0","leaf"
"2020-11-03T11:14:17","0","25","1","contractCode","ContractCodeBucket","0","0","leaf"
"2020-11-03T11:14:17","0","26","1","ethereum-config-","ConfigPrefix","1","4096","leaf"
"2020-11-03T11:14:17","0","27","1","h","HeaderPrefix","8308299","2110791680","leaf"
"2020-11-03T11:14:17","0","28","1","hAT","AccountHistoryBucket","8893","450560","leaf"
"2020-11-03T11:14:17","0","29","1","hST","StorageHistoryBucket","0","0","leaf"
"2020-11-03T11:14:17","0","30","1","iB","BloomBitsIndexprefix","0","0","leaf"
"2020-11-03T11:14:17","0","31","1","iTh2","IntermediateTrieHashBucket","0","0","leaf"
"2020-11-03T11:14:17","0","32","1","incarnationMap","IncarnationMapBucket","0","0","leaf"
"2020-11-03T11:14:17","0","33","1","l","TxLookupPrefix","0","0","leaf"
"2020-11-03T11:14:17","0","34","1","log","Log","0","0","leaf"
"2020-11-03T11:14:17","0","35","1","log_address_index","LogAddressIndex","0","0","leaf"
"2020-11-03T11:14:17","0","36","1","log_topic_index","LogTopicIndex","0","0","leaf"
"2020-11-03T11:14:17","0","37","1","migrations","Migrations","11","4096","leaf"
"2020-11-03T11:14:17","0","38","1","r","BlockReceiptsPrefix","1","4096","leaf"
"2020-11-03T11:14:17","0","39","1","secure-key-","PreImagePrefix","0","0","leaf"
"2020-11-03T11:14:17","0","40","1","txSenders","Senders","0","0","leaf"
"2020-11-03T11:19:17","0","00","0","[FREE_DBI]","Free DBI","2","4096","leaf"
"2020-11-03T11:19:18","0","01","0","[MAIN_DBI]","Main DBI","39","4096","leaf"
"2020-11-03T11:19:18","0","02","1","ACS","AccountChangeSetBucket","0","0","leaf"
"2020-11-03T11:19:18","0","03","1","B","BloomBitsPrefix","0","0","leaf"
"2020-11-03T11:19:18","0","04","1","CODE","CodeBucket","0","0","leaf"
"2020-11-03T11:19:18","0","05","1","CST2","CurrentStateBucket","0","0","leaf"
"2020-11-03T11:19:18","0","06","1","DBINFO","DatabaseInfoBucket","4","4096","leaf"
"2020-11-03T11:19:18","0","07","1","DatabaseVersion","databaseVerisionKey","1","4096","leaf"
"2020-11-03T11:19:18","0","08","1","H","HeaderNumberPrefix","652","53248","leaf"
"2020-11-03T11:19:18","0","09","1","LastBlock","HeadBlockKey","1","4096","leaf"
"2020-11-03T11:19:18","0","10","1","LastFast","HeadFastBlockKey","1","4096","leaf"
"2020-11-03T11:19:18","0","11","1","LastHeader","HeadHeaderKey","1","4096","leaf"
"2020-11-03T11:19:18","0","12","1","PLAIN-ACS","PlainAccountChangeSetBucket","1","4096","leaf"
"2020-11-03T11:19:18","0","13","1","PLAIN-CST2","PlainStateBucket","8893","380928","leaf"
"2020-11-03T11:19:18","0","14","1","PLAIN-SCS","PlainStorageChangeSetBucket","0","0","leaf"
"2020-11-03T11:19:18","0","15","1","PLAIN-contractCode","PlainContractCodeBucket","0","0","leaf"
"2020-11-03T11:19:18","0","16","1","SCS","StorageChangeSetBucket","0","0","leaf"
"2020-11-03T11:19:18","0","17","1","SNINFO","SnapshotInfoBucket","0","0","leaf"
"2020-11-03T11:19:18","0","18","1","SSP2","SyncStageProgress","4","4096","leaf"
"2020-11-03T11:19:18","0","19","1","SSU2","SyncStageUnwind","3","4096","leaf"
"2020-11-03T11:19:18","0","20","1","TrieSync","FastTrieProgressKey","0","0","leaf"
"2020-11-03T11:19:18","0","21","1","b","BlockBodyPrefix","1","4096","leaf"
"2020-11-03T11:19:18","0","22","1","call_from_index","CallFromIndex","0","0","leaf"
"2020-11-03T11:19:18","0","23","1","call_to_index","CallToIndex","0","0","leaf"
"2020-11-03T11:19:18","0","24","1","clique-","CliqueBucket","0","0","leaf"
"2020-11-03T11:19:18","0","25","1","contractCode","ContractCodeBucket","0","0","leaf"
"2020-11-03T11:19:18","0","26","1","ethereum-config-","ConfigPrefix","1","4096","leaf"
"2020-11-03T11:19:18","0","27","1","h","HeaderPrefix","11183115","2829082624","leaf"
"2020-11-03T11:19:18","0","28","1","hAT","AccountHistoryBucket","8893","450560","leaf"
"2020-11-03T11:19:18","0","29","1","hST","StorageHistoryBucket","0","0","leaf"
"2020-11-03T11:19:18","0","30","1","iB","BloomBitsIndexprefix","0","0","leaf"
"2020-11-03T11:19:18","0","31","1","iTh2","IntermediateTrieHashBucket","0","0","leaf"
"2020-11-03T11:19:18","0","32","1","incarnationMap","IncarnationMapBucket","0","0","leaf"
"2020-11-03T11:19:18","0","33","1","l","TxLookupPrefix","0","0","leaf"
"2020-11-03T11:19:18","0","34","1","log","Log","0","0","leaf"
"2020-11-03T11:19:18","0","35","1","log_address_index","LogAddressIndex","0","0","leaf"
"2020-11-03T11:19:18","0","36","1","log_topic_index","LogTopicIndex","0","0","leaf"
"2020-11-03T11:19:18","0","37","1","migrations","Migrations","11","4096","leaf"
"2020-11-03T11:19:18","0","38","1","r","BlockReceiptsPrefix","1","4096","leaf"
"2020-11-03T11:19:18","0","39","1","secure-key-","PreImagePrefix","0","0","leaf"
"2020-11-03T11:19:18","0","40","1","txSenders","Senders","0","0","leaf"
"2020-11-03T11:24:18","0","00","0","[FREE_DBI]","Free DBI","2","4096","leaf"
"2020-11-03T11:24:18","0","01","0","[MAIN_DBI]","Main DBI","39","4096","leaf"
"2020-11-03T11:24:18","0","02","1","ACS","AccountChangeSetBucket","0","0","leaf"
"2020-11-03T11:24:18","0","03","1","B","BloomBitsPrefix","0","0","leaf"
"2020-11-03T11:24:18","0","04","1","CODE","CodeBucket","0","0","leaf"
"2020-11-03T11:24:18","0","05","1","CST2","CurrentStateBucket","0","0","leaf"
"2020-11-03T11:24:18","0","06","1","DBINFO","DatabaseInfoBucket","4","4096","leaf"
"2020-11-03T11:24:18","0","07","1","DatabaseVersion","databaseVerisionKey","1","4096","leaf"
"2020-11-03T11:24:18","0","08","1","H","HeaderNumberPrefix","767","61440","leaf"
"2020-11-03T11:24:18","0","09","1","LastBlock","HeadBlockKey","1","4096","leaf"
"2020-11-03T11:24:18","0","10","1","LastFast","HeadFastBlockKey","1","4096","leaf"
"2020-11-03T11:24:18","0","11","1","LastHeader","HeadHeaderKey","1","4096","leaf"
"2020-11-03T11:24:18","0","12","1","PLAIN-ACS","PlainAccountChangeSetBucket","1","4096","leaf"
"2020-11-03T11:24:18","0","13","1","PLAIN-CST2","PlainStateBucket","8893","380928","leaf"
"2020-11-03T11:24:18","0","14","1","PLAIN-SCS","PlainStorageChangeSetBucket","0","0","leaf"
"2020-11-03T11:24:18","0","15","1","PLAIN-contractCode","PlainContractCodeBucket","0","0","leaf"
"2020-11-03T11:24:18","0","16","1","SCS","StorageChangeSetBucket","0","0","leaf"
"2020-11-03T11:24:18","0","17","1","SNINFO","SnapshotInfoBucket","0","0","leaf"
"2020-11-03T11:24:18","0","18","1","SSP2","SyncStageProgress","4","4096","leaf"
"2020-11-03T11:24:18","0","19","1","SSU2","SyncStageUnwind","3","4096","leaf"
"2020-11-03T11:24:18","0","20","1","TrieSync","FastTrieProgressKey","0","0","leaf"
"2020-11-03T11:24:18","0","21","1","b","BlockBodyPrefix","1","4096","leaf"
"2020-11-03T11:24:18","0","22","1","call_from_index","CallFromIndex","0","0","leaf"
"2020-11-03T11:24:18","0","23","1","call_to_index","CallToIndex","0","0","leaf"
"2020-11-03T11:24:18","0","24","1","clique-","CliqueBucket","0","0","leaf"
"2020-11-03T11:24:18","0","25","1","contractCode","ContractCodeBucket","0","0","leaf"
"2020-11-03T11:24:18","0","26","1","ethereum-config-","ConfigPrefix","1","4096","leaf"
"2020-11-03T11:24:18","0","27","1","h","HeaderPrefix","14008323","3536416768","leaf"
"2020-11-03T11:24:18","0","28","1","hAT","AccountHistoryBucket","8893","450560","leaf"
"2020-11-03T11:24:18","0","29","1","hST","StorageHistoryBucket","0","0","leaf"
"2020-11-03T11:24:18","0","30","1","iB","BloomBitsIndexprefix","0","0","leaf"
"2020-11-03T11:24:18","0","31","1","iTh2","IntermediateTrieHashBucket","0","0","leaf"
"2020-11-03T11:24:18","0","32","1","incarnationMap","IncarnationMapBucket","0","0","leaf"
"2020-11-03T11:24:18","0","33","1","l","TxLookupPrefix","0","0","leaf"
"2020-11-03T11:24:18","0","34","1","log","Log","0","0","leaf"
"2020-11-03T11:24:18","0","35","1","log_address_index","LogAddressIndex","0","0","leaf"
"2020-11-03T11:24:18","0","36","1","log_topic_index","LogTopicIndex","0","0","leaf"
"2020-11-03T11:24:18","0","37","1","migrations","Migrations","11","4096","leaf"
"2020-11-03T11:24:18","0","38","1","r","BlockReceiptsPrefix","1","4096","leaf"
"2020-11-03T11:24:18","0","39","1","secure-key-","PreImagePrefix","0","0","leaf"
"2020-11-03T11:24:18","0","40","1","txSenders","Senders","0","0","leaf"
"2020-11-03T11:29:18","0","00","0","[FREE_DBI]","Free DBI","2","4096","leaf"
"2020-11-03T11:29:18","0","01","0","[MAIN_DBI]","Main DBI","39","4096","leaf"
"2020-11-03T11:29:19","0","02","1","ACS","AccountChangeSetBucket","0","0","leaf"
"2020-11-03T11:29:19","0","03","1","B","BloomBitsPrefix","0","0","leaf"
"2020-11-03T11:29:19","0","04","1","CODE","CodeBucket","0","0","leaf"
"2020-11-03T11:29:19","0","05","1","CST2","CurrentStateBucket","0","0","leaf"
"2020-11-03T11:29:19","0","06","1","DBINFO","DatabaseInfoBucket","4","4096","leaf"
"2020-11-03T11:29:19","0","07","1","DatabaseVersion","databaseVerisionKey","1","4096","leaf"
"2020-11-03T11:29:19","0","08","1","H","HeaderNumberPrefix","879","65536","leaf"
"2020-11-03T11:29:19","0","09","1","LastBlock","HeadBlockKey","1","4096","leaf"
"2020-11-03T11:29:19","0","10","1","LastFast","HeadFastBlockKey","1","4096","leaf"
"2020-11-03T11:29:20","0","11","1","LastHeader","HeadHeaderKey","1","4096","leaf"
"2020-11-03T11:29:20","0","12","1","PLAIN-ACS","PlainAccountChangeSetBucket","1","4096","leaf"
"2020-11-03T11:29:20","0","13","1","PLAIN-CST2","PlainStateBucket","8893","380928","leaf"
"2020-11-03T11:29:20","0","14","1","PLAIN-SCS","PlainStorageChangeSetBucket","0","0","leaf"
"2020-11-03T11:29:20","0","15","1","PLAIN-contractCode","PlainContractCodeBucket","0","0","leaf"
"2020-11-03T11:29:20","0","16","1","SCS","StorageChangeSetBucket","0","0","leaf"
"2020-11-03T11:29:21","0","17","1","SNINFO","SnapshotInfoBucket","0","0","leaf"
"2020-11-03T11:29:21","0","18","1","SSP2","SyncStageProgress","4","4096","leaf"
"2020-11-03T11:29:21","0","19","1","SSU2","SyncStageUnwind","3","4096","leaf"
"2020-11-03T11:29:21","0","20","1","TrieSync","FastTrieProgressKey","0","0","leaf"
"2020-11-03T11:29:21","0","21","1","b","BlockBodyPrefix","1","4096","leaf"
"2020-11-03T11:29:21","0","22","1","call_from_index","CallFromIndex","0","0","leaf"
"2020-11-03T11:29:21","0","23","1","call_to_index","CallToIndex","0","0","leaf"
"2020-11-03T11:29:21","0","24","1","clique-","CliqueBucket","0","0","leaf"
"2020-11-03T11:29:22","0","25","1","contractCode","ContractCodeBucket","0","0","leaf"
"2020-11-03T11:29:22","0","26","1","ethereum-config-","ConfigPrefix","1","4096","leaf"
"2020-11-03T11:29:22","0","27","1","h","HeaderPrefix","16737987","4220444672","leaf"
"2020-11-03T11:29:22","0","28","1","hAT","AccountHistoryBucket","8893","450560","leaf"
"2020-11-03T11:29:22","0","29","1","hST","StorageHistoryBucket","0","0","leaf"
"2020-11-03T11:29:22","0","30","1","iB","BloomBitsIndexprefix","0","0","leaf"
"2020-11-03T11:29:22","0","31","1","iTh2","IntermediateTrieHashBucket","0","0","leaf"
"2020-11-03T11:29:22","0","32","1","incarnationMap","IncarnationMapBucket","0","0","leaf"
"2020-11-03T11:29:22","0","33","1","l","TxLookupPrefix","0","0","leaf"
"2020-11-03T11:29:22","0","34","1","log","Log","0","0","leaf"
"2020-11-03T11:29:22","0","35","1","log_address_index","LogAddressIndex","0","0","leaf"
"2020-11-03T11:29:22","0","36","1","log_topic_index","LogTopicIndex","0","0","leaf"
"2020-11-03T11:29:22","0","37","1","migrations","Migrations","11","4096","leaf"
"2020-11-03T11:29:22","0","38","1","r","BlockReceiptsPrefix","1","4096","leaf"
"2020-11-03T11:29:22","0","39","1","secure-key-","PreImagePrefix","0","0","leaf"
"2020-11-03T11:29:22","0","40","1","txSenders","Senders","0","0","leaf"
"2020-11-03T11:34:22","0","00","0","[FREE_DBI]","Free DBI","2","4096","leaf"
"2020-11-03T11:34:23","0","01","0","[MAIN_DBI]","Main DBI","39","4096","leaf"
"2020-11-03T11:34:23","0","02","1","ACS","AccountChangeSetBucket","0","0","leaf"
"2020-11-03T11:34:23","0","03","1","B","BloomBitsPrefix","0","0","leaf"
"2020-11-03T11:34:23","0","04","1","CODE","CodeBucket","0","0","leaf"
"2020-11-03T11:34:23","0","05","1","CST2","CurrentStateBucket","0","0","leaf"
"2020-11-03T11:34:23","0","06","1","DBINFO","DatabaseInfoBucket","4","4096","leaf"
"2020-11-03T11:34:23","0","07","1","DatabaseVersion","databaseVerisionKey","1","4096","leaf"
"2020-11-03T11:34:24","0","08","1","H","HeaderNumberPrefix","987","65536","leaf"
"2020-11-03T11:34:24","0","09","1","LastBlock","HeadBlockKey","1","4096","leaf"
"2020-11-03T11:34:24","0","10","1","LastFast","HeadFastBlockKey","1","4096","leaf"
"2020-11-03T11:34:24","0","11","1","LastHeader","HeadHeaderKey","1","4096","leaf"
"2020-11-03T11:34:24","0","12","1","PLAIN-ACS","PlainAccountChangeSetBucket","1","4096","leaf"
"2020-11-03T11:34:24","0","13","1","PLAIN-CST2","PlainStateBucket","8893","380928","leaf"
"2020-11-03T11:34:25","0","14","1","PLAIN-SCS","PlainStorageChangeSetBucket","0","0","leaf"
"2020-11-03T11:34:25","0","15","1","PLAIN-contractCode","PlainContractCodeBucket","0","0","leaf"
"2020-11-03T11:34:25","0","16","1","SCS","StorageChangeSetBucket","0","0","leaf"
"2020-11-03T11:34:25","0","17","1","SNINFO","SnapshotInfoBucket","0","0","leaf"
"2020-11-03T11:34:25","0","18","1","SSP2","SyncStageProgress","4","4096","leaf"
"2020-11-03T11:34:25","0","19","1","SSU2","SyncStageUnwind","3","4096","leaf"
"2020-11-03T11:34:25","0","20","1","TrieSync","FastTrieProgressKey","0","0","leaf"
"2020-11-03T11:34:25","0","21","1","b","BlockBodyPrefix","1","4096","leaf"
